category	heavy_metal	heavy_metal	no	no	heavy_metal	heavy_metal	heavy_metal	heavy_metal	organic	organic	organic	organic	organic	organic	no
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Tistrellales|f_Geminicoccaceae|g_Ca_Alysiosphaera|s_midas_s_61090	    0	    0	    0	    3	    0	   0	    0	    0	   0	    2	    0	   16	   0	   6	   3
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Tistrellales|f_Geminicoccaceae|g_Ca_Alysiosphaera|s_midas_s_68411	    0	    0	    6	   14	    1	   0	    0	    0	  12	   17	    0	    0	   4	   1	   2
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Tistrellales|f_Geminicoccaceae|g_midas_g_69310|s_midas_s_69310	    2	    0	    8	   17	    2	   0	    0	    0	  15	   12	    1	    0	   7	   0	  46
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_midas_o_24|f_Lacibacterium_aquatile|g_midas_g_22236|s_midas_s_63202	    0	   14	    5	  283	    0	  12	    0	    0	   1	  221	    0	    8	   0	   4	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_midas_o_24|f_midas_f_107|g_midas_g_2332|s_midas_s_81172	    0	    0	    0	   12	    0	   0	    0	    0	   0	   14	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_midas_o_24|f_midas_f_107|g_midas_g_32584|s_midas_s_32584	    0	    0	    0	    0	    0	   0	    0	    0	  44	    0	    0	    0	   0	   0	  31
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_midas_o_24|f_midas_f_107|g_midas_g_32681|s_midas_s_66888	    1	    0	    0	    0	    0	   0	    0	    0	   3	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_midas_o_24|f_midas_f_107|g_midas_g_66646|s_midas_s_66646	    0	    0	    1	    0	    0	   0	    0	    0	   5	    0	    0	    0	   2	   0	  30
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_midas_o_406|f_midas_f_5670|g_midas_g_18476|s_midas_s_18476	    0	    0	    1	    7	    0	   0	    0	    0	   7	    4	    0	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_midas_o_41187|f_midas_f_41187|g_midas_g_41187|s_midas_s_41187	    0	    0	    0	    0	    0	   0	    0	    0	   0	   58	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria	    0	    0	    0	    0	    3	   0	    0	    0	  18	    0	    0	    7	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales	   56	   81	    8	    3	    0	   0	    0	    0	  11	   16	  532	  129	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Alcaligenaceae|g_Achromobacter|s_midas_s_18114	    0	    0	    0	    0	    0	   0	    5	    1	   0	    0	    8	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Aquaspirillaceae|g_Rivicola|s_Rivicola_pingtungensis	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  22
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_B1-7BS|g_Ca_Methylophosphatis|s_midas_s_9807	   27	    0	   69	   51	    8	   4	    0	    0	 244	  588	    0	    0	   0	   0	  46
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_B1-7BS|g_midas_g_26276|s_midas_s_26276	   88	    3	   36	    7	    0	   0	    0	    0	  56	   29	    0	    0	   1	   3	  32
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Cupriavidus|s_midas_s_28837	    0	    0	    0	    0	    0	   0	    0	    0	   1	    1	   10	    2	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Lautropia	    2	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Lautropia|s_midas_s_16389	  715	  362	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   5	  87	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Lautropia|s_midas_s_21181	    0	    1	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	  34	  98	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Lautropia|s_midas_s_24731	   17	    5	    0	    0	    0	   0	    0	    0	   1	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Lautropia|s_midas_s_30663	    2	    6	    0	    0	    0	   0	    0	    0	   2	    4	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Lautropia|s_midas_s_41763	    5	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Lautropia|s_midas_s_45822	   33	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Lautropia|s_midas_s_750	  109	   20	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   3	   7	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Limnobacter|s_midas_s_1300	  157	  248	    0	    0	    0	   1	    0	    0	   0	    0	    0	    0	 117	2806	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Limnobacter|s_midas_s_1964	   19	    4	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   8	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Limnobacter|s_midas_s_23409	    2	    7	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	  16	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Ralstonia|s_midas_s_4870	    5	    5	    8	    7	   13	   8	   91	   41	   6	   13	    5	    1	   8	   4	   9
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Chitinimonadaceae|g_Chitinivorax|s_midas_s_1442	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    7	    5	   1	   0	1201
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Chitinimonadaceae|g_midas_g_29457|s_midas_s_29457	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   9
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae	  123	  137	  786	 1306	  388	 906	  164	    5	 663	  702	    1	    8	1721	8677	 832
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Acidovorax	    6	    3	    1	    1	   17	 712	    3	    0	   1	    5	    0	    0	   3	  79	  22
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Aquabacterium	    2	 1028	    0	    3	    1	   0	    0	    0	   2	    1	    0	    1	   0	   1	   2
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Aquabacterium|s_Aquabacterium_parvum	    1	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   3
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Aquabacterium|s_midas_s_18325	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  15
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Comamonas|s_midas_s_21348	    0	    0	    3	    5	    0	   3	    0	    0	   2	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Comamonas|s_midas_s_32777	    0	    0	    1	    1	    0	   0	    0	    0	   0	   14	    0	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Hydrogenophaga	    0	    0	   74	   66	  608	 613	    0	    0	  37	  125	    0	    0	 199	5801	  15
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Hydrogenophaga|s_Hydrogenophaga_intermedia	    0	    2	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Hydrogenophaga|s_midas_s_39545	    0	   50	    0	    0	    2	  69	    0	    0	   0	    0	    0	    0	  28	 815	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Ideonella|s_midas_s_15639	    0	    0	    1	    1	    0	   0	    0	    0	  18	  101	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Inhella	   36	    0	    1	    0	   39	  66	    0	    0	   0	    5	    0	    0	   0	   0	  21
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Inhella|s_midas_s_10375	    1	    0	    5	    0	    0	  78	    0	    0	   0	    5	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Leptothrix	  116	 1183	  243	   12	    1	   2	    0	    0	 743	   58	   12	    2	  18	   5	3149
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Ottowia	    0	    0	    1	    0	    0	   0	    0	    0	   0	    0	    0	    0	   1	   3	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Piscinibacter	    2	    1	  144	   61	  989	2456	    0	    0	 212	  148	    0	    0	   0	   0	  59
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Piscinibacter|s_Piscinibacter_defluvii	    0	    2	  113	   41	    1	   0	    0	    0	  97	  224	    0	    0	   0	   0	  23
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Ramlibacter|s_midas_s_14946	   14	    1	  455	   10	   15	  26	    0	    0	 260	   39	    1	    0	  23	  16	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Rhodoferax	    0	    0	    0	    0	    0	   9	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Rivibacter|s_midas_s_5469	    0	    2	    0	    0	    0	   1	    0	    0	   0	    0	    0	    0	   2	  34	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Rubrivivax	    0	    1	   16	    3	    1	   3	    0	    0	  33	    5	    0	    0	   1	   0	   4
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Rubrivivax|s_midas_s_12147	    0	    0	    1	    5	    0	   1	    0	    0	   1	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Rubrivivax|s_midas_s_33271	    0	    0	    6	   15	    1	   5	    0	    0	   1	    4	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Sphaerotilus	    0	    1	    1	   41	    3	   6	    1	    0	   3	 1029	    0	    0	  32	   2	   6
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_Sphaerotilus|s_Sphaerotilus_natans	    1	    0	   40	    1	    0	   0	    0	    0	   5	    0	    1	    1	   0	   0	2314
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_midas_g_33	    0	    0	    0	    2	    1	   0	    0	    0	   0	    4	    0	    1	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_midas_g_33|s_midas_s_6305	  116	    2	   98	    1	   53	  19	    0	    0	 307	   48	    3	    0	 205	   1	3902
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_midas_g_81	    2	    1	    0	    0	   22	   1	    0	    0	   2	    1	    0	    0	   2	  12	   4
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_midas_g_81|s_midas_s_202	  401	   10	    7	   16	   11	  34	    0	    0	   4	   23	    1	    0	   0	   7	  15
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_midas_g_81|s_midas_s_4598	    0	    0	    7	   41	    0	   0	    0	    0	  25	   60	    0	    0	   1	   4	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Comamonadaceae|g_midas_g_887	    2	    0	    1	    0	    0	   3	    0	    0	   0	    1	    0	    0	   0	   0	  18
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Hydrogenophilaceae|g_Thiobacillus	    0	    0	    0	    0	    0	   0	    0	    0	   1	    0	    0	    0	   0	   0	  13
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Methylophilaceae|g_Methylophilus|s_midas_s_11992	   43	   11	    0	    0	   14	   0	   30	    4	   2	    6	    1	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Methylophilaceae|g_Methylotenera	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   6
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Neisseriaceae|g_midas_g_17510|s_midas_s_19935	    0	    0	    0	  102	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   5
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae	   16	    6	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_966-1|s_midas_s_12623	    0	   22	    3	    2	    0	   1	    0	    0	   4	    9	    0	    0	   3	   7	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_Ellin6067|s_midas_s_19310	    0	    0	    7	    7	    0	   0	    0	    0	  16	   30	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_Ellin6067|s_midas_s_22556	    0	  180	    3	   36	    0	   0	    0	    0	   0	    6	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_Ellin6067|s_midas_s_31440	    0	    0	    4	   57	    0	   0	    0	    0	   8	  182	    0	    0	   1	   3	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_Ellin6067|s_midas_s_323	    1	    0	   41	   16	    0	   0	    0	    0	  28	   84	    0	    0	   0	   0	   6
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_Ellin6067|s_midas_s_40619	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  73
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_Ellin6067|s_midas_s_8428	    2	 5446	    2	   34	    0	   0	    0	    0	   0	   17	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_Nitrosomonas|s_Nitrosomonas_oligotropha	    0	   88	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   2
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_Nitrosomonas|s_Nitrosomonas_ureae	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	  75	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_Nitrosomonas|s_midas_s_10852	    2	    0	    0	    3	    0	   0	    0	    0	   0	    1	    0	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_Nitrosomonas|s_midas_s_11707	    0	    0	    0	    5	    3	  35	    0	    0	   0	    2	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_Nitrosomonas|s_midas_s_11773	    1	    0	    3	    9	    0	   0	    0	    0	  24	    6	    0	    0	   0	   0	  12
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_Nitrosomonas|s_midas_s_11831	    1	    0	    6	   20	    0	   0	    0	    0	  45	   20	    0	    3	   0	   0	  57
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_Nitrosomonas|s_midas_s_17078	    1	    2	    2	    4	    0	   0	    0	    0	   1	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_Nitrosomonas|s_midas_s_19178	    4	    1	    0	    1	   43	 177	    0	    0	   5	    0	    0	   10	  39	  10	   4
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_Nitrosomonas|s_midas_s_24754	    0	    0	    0	    1	    0	   0	    0	    0	   6	   10	    0	    0	   0	   0	   6
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_Nitrosomonas|s_midas_s_24768	    1	    0	    0	    2	    0	   0	    0	    0	  21	    6	    0	    0	   5	   0	  10
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Nitrosomonadaceae|g_mle1-7|s_midas_s_65960	    5	    0	   12	    8	    0	   0	    0	    0	  14	   16	    0	    0	   3	   0	  27
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae	22938	10054	   47	   68	   21	   5	44523	    7	   2	    3	    8	    4	   0	   0	   3
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Azoarcus|s_midas_s_10207	    1	    0	    2	   15	    2	1176	    0	    0	   1	    0	    3	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Azoarcus|s_midas_s_26044	    0	    0	   24	  123	    0	   0	    0	    0	   0	    3	    0	   32	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Azospira|s_Azospira_oryzae	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Azospira|s_midas_s_1294	    2	    2	    1	    2	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   2
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Azovibrio	    0	    0	    6	    5	  474	5342	    0	    0	   2	    0	    0	    0	   0	   9	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_C39|s_midas_s_9838	    0	    0	    0	    0	    0	   0	    0	    0	   6	    0	    0	    0	   0	   0	   6
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Dechloromonas	 1070	 1682	 1657	  626	 1678	8192	  352	50258	 532	  891	35141	20694	  37	 136	1594
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Dechloromonas|s_Dechloromonas_agitata	  124	   48	   15	    0	   34	  16	 5073	   47	   2	    1	    0	    0	   0	   0	  32
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Dechloromonas|s_midas_s_13833	   27	    5	   71	    0	28573	1697	    0	    4	   2	    1	    1	    0	   0	   0	   2
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Dechloromonas|s_midas_s_27011	 3507	11310	  180	   14	  574	  19	  164	    0	  42	   14	    0	    1	   0	   0	 129
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Denitratisoma	   38	    0	    1	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Methyloversatilis	  334	  735	   25	   17	   39	 128	    8	    0	  17	   22	  126	  688	  16	  50	 534
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Propionivibrio	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  19
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Propionivibrio|s_midas_s_27882	    1	    0	    2	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Propionivibrio|s_midas_s_421	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   5
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Sulfuritalea	    0	    0	    2	    0	    1	   0	    0	    0	  19	    0	    0	    0	   2	   0	 313
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Sulfuritalea|s_midas_s_12813	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   6
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Thauera	   29	    3	 2417	13949	  372	7555	    0	    0	8745	25291	    2	    4	 247	7429	 286
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Thauera|s_midas_s_1356	    6	    0	  325	 1184	    0	   4	    0	    0	 488	  464	    0	    1	  17	  20	  29
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Z-35	  768	    0	  146	    0	    0	   0	    0	    0	  22	    3	    0	    0	   0	   0	  24
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Zoogloea	 5586	 5473	 2773	 7801	   62	 352	    1	    0	3033	 1460	    3	    5	  11	  12	 544
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Zoogloea|s_Zoogloea_ramigera	  107	   76	  260	   97	  102	 256	    0	    0	1847	  545	    0	    0	   0	   0	   2
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Zoogloea|s_Zoogloea_resiniphila	  251	  376	  150	  437	   57	  82	    0	    0	 202	   28	    0	    2	   1	   0	  54
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_midas_g_5535|s_midas_s_22265	    0	    0	    0	    0	    0	   1	    0	    0	   0	    0	    3	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_midas_g_6531	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  12
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_midas_g_94|s_midas_s_12562	 3492	 1349	   60	    4	   15	  51	   16	    0	   3	    0	    0	    0	   0	   0	  15
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_SC-I-84|g_midas_g_1341|s_midas_s_68008	    0	    0	    1	    0	    0	   0	    0	    0	   6	    7	    0	    0	   1	   0	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_SC-I-84|g_midas_g_41102|s_midas_s_59993	    0	    0	    1	    0	    0	   0	    0	    0	   8	    3	    0	    0	   0	   0	   1
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Sutterellaceae	   14	    0	    0	    2	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Sutterellaceae|g_midas_g_3003|s_midas_s_11138	    5	   14	    0	    0	    0	  20	    0	    0	   0	    2	    0	    0	   1	  28	   0
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Sutterellaceae|g_midas_g_3003|s_midas_s_49505	    0	    0	    7	    1	    0	   0	    0	    0	  32	   16	    0	    0	   1	   0	  55
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_T34|g_midas_g_1465|s_midas_s_12907	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	  13
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_TRA3-20|g_midas_g_1667|s_midas_s_1667	    1	    0	    2	    2	    0	   0	    0	    0	   2	    3	    0	    0	   0	   0	  18
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_TRA3-20|g_midas_g_3776	    4	    7	    0	    0	    0	   0	    0	    0	   0	    0	    0	    0	   0	   0	   5
k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_TRA3-20|g_midas_g_3776|s_midas_s_3776	    0	    0	    0	    0	    0	   0	    0	    0	   0	    0	    1	    0	   0	   0	  69
